;year;nomos;population_sarimax;population_sarimax_ci_lower;population_sarimax_ci_upper;births;births_sarimax_ci_lower;births_sarimax_ci_upper;deceases;deceases_ci_lower;deceases_ci_upper;weddings;weddings_ci_lower;weddings_ci_upper;gdp;gdp_ci_lower;gdp_ci_upper
382;2007;????????;40599;40599;40599;476;476;476;407;407;407;212;212;212;24227,66815;24227,66815;24227,66815
383;2008;????????;40685;40685;40685;537;537;537;408;408;408;175;175;175;25264,40704;25264,40704;25264,40704
384;2009;????????;40855;40855;40855;447;447;447;383;383;383;189;189;189;23612,49484;23612,49484;23612,49484
385;2010;????????;40937;40937;40937;476;476;476;445;445;445;168;168;168;22294,59714;22294,59714;22294,59714
386;2011;????????;40950;40950;40950;360;360;360;377;377;377;209;209;209;18814,78981;18814,78981;18814,78981
387;2012;????????;40826;40826;40826;389;389;389;440;440;440;152;152;152;18004,90796;18004,90796;18004,90796
388;2013;????????;40573;40573;40573;391;391;391;404;404;404;175;175;175;17029,38013;17029,38013;17029,38013
389;2014;????????;40401;40401;40401;393;393;393;384;384;384;193;193;193;17642,09195;17642,09195;17642,09195
390;2015;????????;40283;40283;40283;402;402;402;480;480;480;188;188;188;17589,67872;17589,67872;17589,67872
391;2016;????????;40070;40070;40070;419;419;419;450;450;450;174;174;174;17183,87986;17183,87986;17183,87986
392;2017;????????;39938;39938;39938;408;408;408;458;458;458;187;187;187;17263,18223;17263,18223;17263,18223
393;2018;????????;39806;39806;39806;454;454;454;463;463;463;192;192;192;18306,88772;18306,88772;18306,88772
394;2019;????????;39737;39737;39737;412;412;412;477;477;477;142;142;142;19250,35753;19250,35753;19250,35753
395;2020;????????;39621;39621;39621;443;443;443;471;471;471;106;106;106;20229,07315;18359,52942;22098,61688
396;2021;????????;39565;39565;39565;424,899773;378,7889504;471,0105956;479,8368772;417,9978646;541,6758898;161,4270959;115,6977454;207,1564464;20754,64824;18036,04653;23473,24995
397;2022;????????;39465,70784;39387,93648;39543,4792;393,8825095;341,7965311;445,968488;479,3674322;413,3719051;545,3629594;158,0707211;102,3520326;213,7894097;21047,56546;17319,08372;24776,04719
398;2023;????????;39282,19269;39067,36507;39497,0203;379,0671551;291,0778175;467,0564927;484,7353095;403,4929615;565,9776574;136,9347337;71,0816913;202,7877761;20906,77313;16763,87896;25049,66729
399;2024;????????;39031,64054;38688,04069;39375,24038;386,1628972;296,0350282;476,2907661;486,4417692;399,080389;573,8031495;163,5277084;77,8458794;249,2095374;20600,28523;16215,33647;24985,23399
400;2025;????????;38774,76534;38316,35817;39233,1725;367,7711577;272,9041481;462,6381674;490,4448262;393,6448568;587,2447956;149,7752418;60,60561578;238,9448679;20094,57309;15692,45501;24496,69117
401;2026;????????;38473,9825;37912,43985;39035,52514;371,4067636;276,7496138;466,0639134;493,0073594;389,838236;596,1764829;156,4908993;57,31439498;255,6674036;19630,11584;15225,6635;24034,56819
402;2027;????????;38173,48933;37520,10339;38826,87528;360,5281698;265,8445897;455,2117498;496,4734506;386,01765;606,9292512;142,1215962;36,83128356;247,4119089;19205,63824;14718,94051;23692,33597
403;2028;????????;37846,83934;37109,93801;38583,74067;360,5793067;265,9548714;455,2037421;499,3727917;382,8554735;615,8901099;159,2240314;42,62635148;275,8217114;18963,87238;14366,09476;23561,65001
404;2029;????????;37526,32957;36713,39313;38339,26601;344,0246588;249,3998116;438,6495061;502,6276226;379,8913329;625,3639123;147,7624412;27,19958954;268,3252928;18860,3404;14124,2046;23596,4762
405;2030;????????;37180,96101;36297,695;38064,22701;340,6055363;246,2208079;434,9902648;505,6594752;377,2800577;634,0388927;156,1628707;27,48806884;284,8376726;18932,9187;14120,77547;23745,06193
406;2002;??????;167285;167285;167285;1187;1187;1187;1822;1822;1822;602;602;602;10146,44076;10146,44076;10146,44076
407;2003;??????;165848;165848;165848;1129;1129;1129;1917;1917;1917;623;623;623;11070,26298;11070,26298;11070,26298
408;2004;??????;164628;164628;164628;1209;1209;1209;1950;1950;1950;530;530;530;11231,47593;11231,47593;11231,47593
409;2005;??????;163563;163563;163563;1208;1208;1208;2006;2006;2006;612;612;612;11790,70935;11790,70935;11790,70935
410;2006;??????;162606;162606;162606;1318;1318;1318;1929;1929;1929;593;593;593;12707,73001;12707,73001;12707,73001
411;2007;??????;162203;162203;162203;1295;1295;1295;1954;1954;1954;673;673;673;13702,05825;13702,05825;13702,05825
412;2008;??????;161893;161893;161893;1515;1515;1515;1924;1924;1924;588;588;588;13989,60661;13989,60661;13989,60661
413;2009;??????;161832;161832;161832;1453;1453;1453;2002;2002;2002;575;575;575;13522,06657;13522,06657;13522,06657
414;2010;??????;161622;161622;161622;1380;1380;1380;1881;1881;1881;617;617;617;13018,86339;13018,86339;13018,86339
415;2011;??????;161469;161469;161469;1365;1365;1365;1903;1903;1903;589;589;589;11818,92937;11818,92937;11818,92937
416;2012;??????;161034;161034;161034;1136;1136;1136;1991;1991;1991;479;479;479;11060,60146;11060,60146;11060,60146
417;2013;??????;159982;159982;159982;1134;1134;1134;1984;1984;1984;500;500;500;10480,30073;10480,30073;10480,30073
418;2014;??????;159003;159003;159003;1049;1049;1049;1846;1846;1846;514;514;514;10544,65191;10544,65191;10544,65191
419;2015;??????;158177;158177;158177;1058;1058;1058;2046;2046;2046;551;551;551;10852,4101;10852,4101;10852,4101
420;2016;??????;157174;157174;157174;1071;1071;1071;1865;1865;1865;532;532;532;10557,11793;10557,11793;10557,11793
421;2017;??????;156587;156587;156587;1049;1049;1049;1949;1949;1949;512;512;512;10971,47077;10971,47077;10971,47077
422;2018;??????;156037;156037;156037;976;976;976;1852;1852;1852;434;434;434;10991,52989;10991,52989;10991,52989
423;2019;??????;155576;155576;155576;1033;1033;1033;1979;1979;1979;440;440;440;11380,68922;11380,68922;11380,68922
424;2020;??????;155200;155200;155200;974;974;974;2025;2025;2025;310;310;310;12228,46131;11276,14853;13180,77409
425;2021;??????;154318;154318;154318;974,8504085;835,759899;1113,940918;1996,961728;1836,560558;2157,362898;401,0482967;316,2063967;485,8901968;12445,28068;10363,64779;14526,91357
426;2022;??????;154099,3938;153197,9492;155000,8385;997,0548377;808,361265;1185,74841;2021,551089;1840,256162;2202,846017;379,332583;293,584815;465,0803511;12662,52944;9886,871387;15438,18749
427;2023;??????;153837,868;152592,9625;155082,7736;938,4070066;653,5787683;1223,235245;2059,114284;1840,480232;2277,748335;357,177458;270,0311154;444,3238005;12880,20411;9560,409574;16199,99865
428;2024;??????;153621,3149;152131,5707;155111,0592;931,5191668;534,3829425;1328,655391;2083,073966;1819,107755;2347,040177;334,6976704;245,6202866;423,7750543;13098,30126;9318,837621;16877,7649
429;2025;??????;153397,8388;151716,1296;155079,548;886,9242315;426,3457499;1347,502713;2124,96297;1807,308733;2442,617207;312,0089057;220,4483406;403,5694708;13316,81746;9134,106883;17499,52803
430;2026;??????;153194,9647;151355,8501;155034,0794;866,0596922;335,6002915;1396,519093;2152,789137;1776,378996;2529,199277;289,2273778;194,6316585;383,8230971;13535,74932;8991,076581;18080,42205
431;2027;??????;152998,9848;151027,3416;154970,6281;826,7024754;243,3819732;1410,022978;2198,498235;1757,565014;2639,431455;266,4694215;168,3046193;364,6342237;13755,09348;8880,452285;18629,73467
432;2028;??????;152811,5381;150726,3281;154896,7481;797,83671;160,5137709;1435,159649;2230,06896;1721,282906;2738,855014;243,8510836;141,6160115;346,0861557;13974,8466;8796,032306;19153,6609
433;2029;??????;152636,8555;150453,0889;154820,6222;759,5323885;75,99779215;1443,066985;2279,450116;1698,441866;2860,458366;221,4877169;114,7248872;328,2505466;14195,00538;8733,427802;19656,58296
434;2030;??????;152464,4129;150194,2935;154734,5323;725,4600406;-3,642410829;1454,562492;2314,622388;1658,998078;2970,246697;199,4935766;87,79646083;311,1906924;14415,56654;8689,393527;20141,73955
435;2002;???????;137751;137751;137751;1456;1456;1456;1338;1338;1338;781;781;781;11695,6846;11695,6846;11695,6846
436;2003;???????;138295;138295;138295;1474;1474;1474;1347;1347;1347;755;755;755;12205,9846;12205,9846;12205,9846
437;2004;???????;138761;138761;138761;1469;1469;1469;1379;1379;1379;705;705;705;12997,49539;12997,49539;12997,49539
438;2005;???????;139248;139248;139248;1488;1488;1488;1377;1377;1377;704;704;704;13336,65694;13336,65694;13336,65694
439;2006;???????;139769;139769;139769;1524;1524;1524;1333;1333;1333;729;729;729;14140,8736;14140,8736;14140,8736
440;2007;???????;140622;140622;140622;1588;1588;1588;1479;1479;1479;756;756;756;15040,87911;15040,87911;15040,87911
441;2008;???????;141289;141289;141289;1617;1617;1617;1505;1505;1505;612;612;612;15189,42048;15189,42048;15189,42048
442;2009;???????;142044;142044;142044;1617;1617;1617;1349;1349;1349;673;673;673;14733,60323;14733,60323;14733,60323
443;2010;???????;142835;142835;142835;1507;1507;1507;1496;1496;1496;603;603;603;14092,68565;14092,68565;14092,68565
444;2011;???????;143287;143287;143287;1369;1369;1369;1571;1571;1571;572;572;572;12893,29858;12893,29858;12893,29858
445;2012;???????;143302;143302;143302;1284;1284;1284;1629;1629;1629;537;537;537;12200,80667;12200,80667;12200,80667
446;2013;???????;142898;142898;142898;1206;1206;1206;1548;1548;1548;566;566;566;11706,42725;11706,42725;11706,42725
447;2014;???????;142559;142559;142559;1154;1154;1154;1688;1688;1688;525;525;525;11123,02156;11123,02156;11123,02156
448;2015;???????;142063;142063;142063;1108;1108;1108;1781;1781;1781;566;566;566;11175,66898;11175,66898;11175,66898
449;2016;???????;141436;141436;141436;1055;1055;1055;1699;1699;1699;490;490;490;10995,99131;10995,99131;10995,99131
450;2017;???????;141517;141517;141517;996;996;996;1815;1815;1815;484;484;484;10952,9568;10952,9568;10952,9568
451;2018;???????;141403;141403;141403;996;996;996;1675;1675;1675;505;505;505;11230,35107;11230,35107;11230,35107
452;2019;???????;141585;141585;141585;1029;1029;1029;1822;1822;1822;479;479;479;11309,8697;11309,8697;11309,8697
453;2020;???????;141789;141789;141789;962;962;962;2057;2057;2057;345;345;345;11460,29668;10767,8044;12152,78897
454;2021;???????;140838;140838;140838;701,7170509;521,4393666;881,9947352;1869,564537;1735,763678;2003,365395;429,5872821;357,9703402;501,204224;11648,13294;10306,67625;12989,58963
455;2022;???????;140927,5305;140710,9225;141144,1384;885,0743696;690,0542665;1080,094473;1835,148456;1691,664478;1978,632434;406,1551131;329,3029795;483,0072467;11842,98531;9926,664443;13759,30617
456;2023;???????;140787,6825;140383,3027;141192,0623;840,4513636;639,8060975;1041,09663;1959,831253;1814,615701;2105,046805;389,1019685;307,4953527;470,7085843;12020,43577;9659,807629;14381,06392
457;2024;???????;140502,7903;139910,4538;141095,1268;807,5746252;604,7105093;1010,438741;1985,586404;1814,686551;2156,486257;346,6671463;264,2805774;429,0537151;12163,56837;9504,190891;14822,94584
458;2025;???????;140172,274;139464,024;140880,5239;720,7143023;516,9644232;924,4641813;2011,342025;1818,167782;2204,516268;368,1876941;285,3777571;450,9976311;12263,27481;9435,394352;15091,15526
459;2026;???????;140016,0039;139206,9027;140825,1051;766,7367758;562,6316644;970,8418872;2037,098116;1823,987456;2250,208775;310,3463725;227,5115519;393,1811932;12317,57625;9417,161218;15217,99128
460;2027;???????;139611,4542;138704,4935;140518,4148;646,6808913;442,4330545;850,9287281;2062,854676;1831,540244;2294,169108;329,284881;246,2112422;412,3585197;12330,26071;9411,924251;15248,59717
461;2028;???????;139463,8437;138477,1469;140450,5405;686,6581105;482,3528877;890,9633334;2088,611705;1840,444545;2336,778864;277,2639637;194,2346209;360,2933065;12309,14905;9390,598676;15227,69943
462;2029;???????;139058,473;137992,9929;140123,9531;578,3376423;374,0093393;782,6659454;2114,369202;1850,441403;2378,297001;293,6637377;210,5726592;376,7548163;12264,27588;9339,412082;15189,13969
463;2030;???????;138894,4587;137757,0537;140031,8636;612,7514833;408,4138965;817,0890701;2140,127168;1861,345516;2418,908821;241,5027967;158,4567915;324,5488019;12206,21773;9260,948606;15151,48685
464;2002;?????????;291398;291398;291398;3369;3369;3369;2352;2352;2352;1622;1622;1622;13559,30833;13559,30833;13559,30833
465;2003;?????????;292471;292471;292471;3528;3528;3528;2439;2439;2439;1759;1759;1759;14729,07763;14729,07763;14729,07763
466;2004;?????????;293742;293742;293742;3581;3581;3581;2362;2362;2362;1447;1447;1447;15960,08226;15960,08226;15960,08226
467;2005;?????????;295371;295371;295371;3639;3639;3639;2365;2365;2365;1757;1757;1757;16032,52093;16032,52093;16032,52093
468;2006;?????????;297286;297286;297286;3796;3796;3796;2535;2535;2535;1712;1712;1712;17706,01484;17706,01484;17706,01484
469;2007;?????????;299140;299140;299140;3914;3914;3914;2580;2580;2580;1804;1804;1804;18486,65883;18486,65883;18486,65883
470;2008;?????????;301083;301083;301083;4155;4155;4155;2542;2542;2542;1620;1620;1620;19561,81743;19561,81743;19561,81743
471;2009;?????????;303484;303484;303484;4135;4135;4135;2513;2513;2513;1745;1745;1745;18636,32568;18636,32568;18636,32568
472;2010;?????????;305833;305833;305833;3938;3938;3938;2601;2601;2601;1764;1764;1764;17608,93429;17608,93429;17608,93429
473;2011;?????????;307717;307717;307717;3551;3551;3551;2511;2511;2511;1710;1710;1710;14985,28139;14985,28139;14985,28139
474;2012;?????????;309131;309131;309131;3532;3532;3532;2710;2710;2710;1497;1497;1497;13674,96461;13674,96461;13674,96461
475;2013;?????????;309743;309743;309743;3168;3168;3168;2496;2496;2496;1523;1523;1523;13396,56417;13396,56417;13396,56417
476;2014;?????????;310361;310361;310361;3191;3191;3191;2739;2739;2739;1537;1537;1537;13729,29182;13729,29182;13729,29182
477;2015;?????????;310784;310784;310784;3182;3182;3182;2846;2846;2846;1602;1602;1602;13533,27715;13533,27715;13533,27715
478;2016;?????????;311096;311096;311096;3326;3326;3326;2849;2849;2849;1502;1502;1502;13145,26043;13145,26043;13145,26043
479;2017;?????????;311640;311640;311640;3124;3124;3124;3038;3038;3038;1507;1507;1507;13543,06941;13543,06941;13543,06941
480;2018;?????????;312514;312514;312514;3093;3093;3093;2822;2822;2822;1391;1391;1391;13751,66892;13751,66892;13751,66892
481;2019;?????????;313766;313766;313766;3147;3147;3147;3013;3013;3013;1466;1466;1466;14056,24864;14056,24864;14056,24864
482;2020;?????????;315162;315162;315162;3047;3047;3047;3002;3002;3002;913;913;913;14459,73245;13090,75022;15828,71468
483;2021;?????????;315393;315393;315393;2992,677647;2714,098885;3271,25641;3070,4064;2861,814156;3278,998644;1518,709324;1328,498571;1708,920077;14852,00915;12664,48698;17039,53133
484;2022;?????????;315831,6447;314660,2619;317003,0275;2919,514365;2456,793349;3382,23538;3078,718686;2845,776749;3311,660624;1407,397564;1159,357396;1655,437732;15184,34757;12245,02618;18123,66897
485;2023;?????????;316189,4603;314521,756;317857,1646;2972,574859;2346,033395;3599,116322;3126,380048;2818,170802;3434,589293;1467,228328;1216,906108;1717,550549;15408,10188;11984,22562;18831,97814
486;2024;?????????;316608,7981;314551,4413;318666,1548;2907,395709;2190,513335;3624,278083;3145,37756;2798,789742;3491,965378;1393,996769;1114,965017;1673,028521;15507,66244;11828,41393;19186,91094
487;2025;?????????;316964,482;314569,8808;319359,0832;2926,11159;2101,566937;3750,656243;3182,521712;2776,661783;3588,381642;1507,266335;1203,23292;1811,299751;15486,72745;11727,74207;19245,71284
488;2026;?????????;317337,2599;314632,0469;320042,4729;2892,397535;1989,356188;3795,438882;3205,722482;2754,666134;3656,778829;1414,108665;1070,115651;1758,101679;15369,08923;11606,07966;19132,09879
489;2027;?????????;317678,1404;314682,042;320674,2388;2888,974641;1904,622694;3873,326589;3237,091349;2731,957569;3742,225129;1469,763457;1122,133018;1817,393896;15189,5181;11409,84063;18969,19558
490;2028;?????????;318011,1031;314739,7069;321282,4992;2869,031009;1814,398584;3923,663434;3261,500955;2708,096595;3814,905315;1396,309632;1029,34176;1763,277505;14987,19545;11136,35603;18838,03486
491;2029;?????????;318318,2741;314784,438;321852,1101;2857,678105;1734,768566;3980,587643;3289,404889;2683,934108;3894,87567;1497,453605;1114,025798;1880,881413;14798,33605;10834,88436;18761,78774
492;2030;?????????;318605,438;314820,0635;322390,8125;2842,048439;1655,941083;4028,155796;3313,680469;2658,674424;3968,686514;1418,65821;1003,30397;1834,01245;14651,02234;10574,13331;18727,91137
